chromosome_name	start_position	end_position	gene_biotype	hgnc_symbol	hgnc_id	entrezgene_id	ensembl_gene_id	strand	external_gene_name
HSCHR6_MHC_COX_CTG1	3100364	3100495	snoRNA	SNORA38	HGNC:32631	677820	ENSG00000263879	1	SNORA38
7	134289332	134316930	protein_coding	SLC35B4	HGNC:20584	84912	ENSG00000205060	-1	SLC35B4
HSCHR6_MHC_COX_CTG1	2974031	2974132	misc_RNA			NA	ENSG00000264846	-1	Y_RNA
19	11505929	11529172	protein_coding	ECSIT	HGNC:29548	51295	ENSG00000130159	-1	ECSIT
HSCHR6_MHC_COX_CTG1	3516846	3516966	rRNA			NA	ENSG00000265816	-1	5S_rRNA
HSCHR6_MHC_COX_CTG1	4611106	4611201	misc_RNA			NA	ENSG00000266781	1	Y_RNA
HSCHR6_MHC_COX_CTG1	3312510	3312572	snoRNA	SNORD48	HGNC:10188	26801	ENSG00000264202	1	SNORD48
HSCHR6_MHC_COX_CTG1	3314321	3314387	snoRNA	SNORD52	HGNC:10202	26797	ENSG00000263362	1	SNORD52
HSCHR6_MHC_COX_CTG1	3790999	3791105	snRNA			NA	ENSG00000263869	1	U6
HSCHR6_MHC_COX_CTG1	3256059	3256147	misc_RNA			NA	ENSG00000264955	-1	Y_RNA
HSCHR6_MHC_COX_CTG1	2624870	2640641	protein_coding	CCHCR1	HGNC:13930	54535	ENSG00000234114	-1	CCHCR1
15	74890005	74902219	protein_coding	MPI	HGNC:7216	4351	ENSG00000178802	1	MPI
11	30830369	31369810	protein_coding	DCDC1	HGNC:20625	341019	ENSG00000170959	-1	DCDC1
HSCHR6_MHC_DBB_CTG1	4084287	4088273	protein_coding	PSMB8	HGNC:9545	5696	ENSG00000230034	-1	PSMB8
3	53858994	53861576	lncRNA			NA	ENSG00000271976	-1	
9	133761894	133992604	protein_coding	VAV2	HGNC:12658	7410	ENSG00000160293	-1	VAV2
3	53867066	53882152	protein_coding	ACTR8	HGNC:14672	93973	ENSG00000113812	-1	ACTR8
17	80419418	80419493	miRNA	MIR4730	HGNC:41880	100616359	ENSG00000264961	1	MIR4730
17	80453735	80454729	lncRNA			NA	ENSG00000260369	-1	
17	80463451	80465593	TEC			NA	ENSG00000279273	-1	
HSCHR6_MHC_QBL_CTG1	3853335	3860946	protein_coding	HLA-DQB1	HGNC:4944	3119	ENSG00000206302	-1	HLA-DQB1
17	80466834	80477843	protein_coding	NPTX1	HGNC:7952	4884	ENSG00000171246	-1	NPTX1
1	966482	975865	protein_coding	PLEKHN1	HGNC:25284	84069	ENSG00000187583	1	PLEKHN1
17	80515215	80515389	processed_pseudogene			NA	ENSG00000262000	1	
17	80515657	80515812	processed_pseudogene			NA	ENSG00000271340	1	
17	80542203	80542605	processed_pseudogene	RPL32P31	HGNC:37035	NA	ENSG00000213128	1	RPL32P31
2	162318840	162371595	protein_coding	GCA	HGNC:15990	25801	ENSG00000115271	1	GCA
10	100237156	100237302	snoRNA	SNORA12	HGNC:32600	677800	ENSG00000212464	-1	SNORA12
10	100248271	100249095	processed_pseudogene	PHB1P9	HGNC:39288	NA	ENSG00000230224	1	PHB1P9
17	80602549	80602926	processed_pseudogene	RPL31P7	HGNC:31325	NA	ENSG00000232083	-1	RPL31P7
10	100258571	100258677	snRNA	RNU6-422P	HGNC:47385	NA	ENSG00000207362	1	RNU6-422P
4	71062667	71572087	protein_coding	SLC4A4	HGNC:11030	8671	ENSG00000080493	1	SLC4A4
17	79991944	79992841	lncRNA			NA	ENSG00000262172	-1	
10	100273280	100286680	protein_coding	BLOC1S2	HGNC:20984	282991	ENSG00000196072	-1	BLOC1S2
7	25949919	25949986	miRNA	MIR148A	HGNC:31535	406940	ENSG00000199085	-1	MIR148A
17	80036632	80100613	protein_coding	CCDC40	HGNC:26090	55036	ENSG00000141519	1	CCDC40
7	149069641	149090782	protein_coding	ZNF786	HGNC:21806	136051	ENSG00000197362	-1	ZNF786
6	108178871	108179317	TEC			NA	ENSG00000279398	1	
16	85781775	85781899	snRNA	RNU1-103P	HGNC:48445	NA	ENSG00000252311	-1	RNU1-103P
6	108211222	108261246	protein_coding	SNX3	HGNC:11174	8724	ENSG00000112335	-1	SNX3
16	85798633	85807068	protein_coding	COX4I1	HGNC:2265	1327	ENSG00000131143	1	COX4I1
HSCHR6_MHC_QBL_CTG1	2962702	2966413	protein_coding	LY6G6F	HGNC:13933	259215	ENSG00000243804	1	LY6G6F
12	125138245	125141711	TEC			NA	ENSG00000279233	1	
12	125150058	125151394	lncRNA			NA	ENSG00000256814	1	
7	149102784	149126324	protein_coding	ZNF425	HGNC:20690	155054	ENSG00000204947	-1	ZNF425
12	125160525	125164918	TEC			NA	ENSG00000280117	1	
3	10026370	10101932	protein_coding	FANCD2	HGNC:3585	2177	ENSG00000144554	1	FANCD2
14	87996345	87996448	snRNA	RNU6-835P	HGNC:47798	NA	ENSG00000252783	-1	RNU6-835P
12	125300936	125301917	TEC			NA	ENSG00000279462	1	
14	88005135	88014811	protein_coding	GPR65	HGNC:4517	8477	ENSG00000140030	1	GPR65
12	66116555	66130750	protein_coding	LLPH	HGNC:28229	84298	ENSG00000139233	-1	LLPH
14	88180103	88326907	protein_coding	KCNK10	HGNC:6273	54207	ENSG00000100433	-1	KCNK10
HSCHR6_MHC_MANN_CTG1	342130	342725	processed_pseudogene	SAR1AP1	HGNC:13983	NA	ENSG00000227529	-1	SAR1AP1
HSCHR6_MHC_MANN_CTG1	2010059	2028140	protein_coding	MDC1	HGNC:21163	9656	ENSG00000228575	-1	MDC1
HSCHR6_MHC_QBL_CTG1	989711	990181	transcribed_processed_pseudogene	RPL23AP1	HGNC:10318	NA	ENSG00000239784	-1	RPL23AP1
HSCHR6_MHC_QBL_CTG1	3950399	3957838	protein_coding	HLA-DQB2	HGNC:4945	3120	ENSG00000196610	-1	HLA-DQB2
HSCHR6_MHC_DBB_CTG1	4557933	4561457	protein_coding	ZBTB22	HGNC:13085	9278	ENSG00000227780	-1	ZBTB22
7	149125690	149125986	misc_RNA	RN7SL521P	HGNC:46537	NA	ENSG00000240877	-1	RN7SL521P
7	149003062	149028662	protein_coding	PDIA4	HGNC:30167	9601	ENSG00000155660	-1	PDIA4
12	66123917	66169985	protein_coding			NA	ENSG00000228144	-1	
HSCHR6_MHC_DBB_CTG1	3110970	3126820	protein_coding	SLC44A4	HGNC:13941	80736	ENSG00000228263	-1	SLC44A4
6	108252214	108252400	processed_pseudogene			NA	ENSG00000233511	1	
6	108252401	108252507	rRNA_pseudogene	RNA5SP212	HGNC:43112	NA	ENSG00000212525	1	RNA5SP212
6	108275642	108276546	lncRNA			NA	ENSG00000230248	1	
6	108292766	108292869	snRNA	RNU6-1144P	HGNC:48107	NA	ENSG00000206974	1	RNU6-1144P
6	108318079	108318404	processed_pseudogene	RPL36AP24	HGNC:36252	NA	ENSG00000238055	1	RPL36AP24
6	108359084	108359863	TEC			NA	ENSG00000279498	-1	
6	108372772	108372927	processed_pseudogene			NA	ENSG00000238079	-1	
6	108387512	108388080	processed_pseudogene			NA	ENSG00000227072	1	
12	66130751	66134449	lncRNA	LLPH-DT	HGNC:50493	103625681	ENSG00000239335	1	LLPH-DT
6	108392073	108392177	snRNA	RNU6-770P	HGNC:47733	NA	ENSG00000200799	1	RNU6-770P
6	108029245	108165854	protein_coding	OSTM1	HGNC:21652	28962	ENSG00000081087	-1	OSTM1
12	66189195	66254622	protein_coding	IRAK3	HGNC:17020	11213	ENSG00000090376	1	IRAK3
HSCHR6_MHC_QBL_CTG1	2786081	2802434	protein_coding	DDX39B	HGNC:13917	7919	ENSG00000215425	-1	DDX39B
10	100288149	100330264	protein_coding	PKD2L1	HGNC:9011	9033	ENSG00000107593	-1	PKD2L1
11	131370478	132336822	protein_coding	NTM	HGNC:17941	50863	ENSG00000182667	1	NTM
X	5653418	5726388	lncRNA	LINC03070	HGNC:56642	101928228	ENSG00000236120	-1	LINC03070
X	42778361	42784004	lncRNA			NA	ENSG00000300004	1	
X	11831575	11832516	lncRNA			NA	ENSG00000300069	1	
X	121014317	121298035	lncRNA			NA	ENSG00000286163	1	
X	121092808	121136318	lncRNA			NA	ENSG00000300098	-1	
X	121019922	121047761	lncRNA			105373328	ENSG00000300121	-1	
X	88495614	88613490	lncRNA			NA	ENSG00000300140	-1	
X	39486830	39501694	lncRNA			NA	ENSG00000300160	-1	
2	162496936	162497051	rRNA_pseudogene	RNA5SP109	HGNC:42907	NA	ENSG00000212312	1	RNA5SP109
7	100478099	100478170	protein_coding			NA	ENSG00000289760	-1	
X	37043203	37045111	lncRNA			NA	ENSG00000300177	1	
7	137164043	137164612	processed_pseudogene			NA	ENSG00000224469	1	
X	122422001	122479732	lncRNA			NA	ENSG00000287776	1	
7	137227341	137343774	protein_coding	PTN	HGNC:9630	5764	ENSG00000105894	-1	PTN
2	37099210	37157522	protein_coding	EIF2AK2	HGNC:9437	5610	ENSG00000055332	-1	EIF2AK2
1	995966	998051	lncRNA			NA	ENSG00000272512	-1	
X	39046371	39132188	lncRNA			NA	ENSG00000300315	1	
1	998962	1000172	protein_coding	HES4	HGNC:24149	57801	ENSG00000188290	-1	HES4
14	23394814	23396281	lncRNA			NA	ENSG00000289973	-1	
16	85814425	85815062	processed_pseudogene			NA	ENSG00000270698	-1	
6	31982057	32002681	protein_coding	C4A	HGNC:1323	720	ENSG00000244731	1	C4A
6	31982057	32002681	protein_coding	C4A	HGNC:1323	110384692	ENSG00000244731	1	C4A
14	18889084	18890424	processed_pseudogene	NEK2P1	HGNC:19272	NA	ENSG00000277367	-1	NEK2P1
14	18899942	18909673	unprocessed_pseudogene	NF1P7	HGNC:34230	NA	ENSG00000278143	-1	NF1P7
16	85815873	85816536	processed_pseudogene	RPL10AP12	HGNC:36108	NA	ENSG00000214259	-1	RPL10AP12
X	39042524	39065457	lncRNA			NA	ENSG00000300338	-1	
12	66234079	66235234	processed_pseudogene	RBMS1P1	HGNC:9908	NA	ENSG00000225422	-1	RBMS1P1
16	85846309	85848138	lncRNA			NA	ENSG00000286510	1	
12	66251082	66251157	miRNA	MIR6502	HGNC:50062	102465249	ENSG00000284011	1	MIR6502
12	66251745	66257434	lncRNA			NA	ENSG00000256072	-1	
16	85899116	85922606	protein_coding	IRF8	HGNC:5358	3394	ENSG00000140968	1	IRF8
X	123923111	123961639	lncRNA	STAG2-AS1	HGNC:55727	NA	ENSG00000232412	-1	STAG2-AS1
12	66275940	66276651	processed_pseudogene	PDCL3P7	HGNC:44508	NA	ENSG00000256777	-1	PDCL3P7
X	80013426	80022784	lncRNA			NA	ENSG00000300464	-1	
12	66292683	66292987	misc_RNA	RN7SKP166	HGNC:45890	NA	ENSG00000222744	1	RN7SKP166
X	48114936	48120691	lncRNA			NA	ENSG00000290734	1	
7	106865278	106908980	protein_coding	PIK3CG	HGNC:8978	5294	ENSG00000105851	1	PIK3CG
12	66302493	66343643	protein_coding	HELB	HGNC:17196	92797	ENSG00000127311	1	HELB
14	18967434	19003752	protein_coding	POTEM	HGNC:37096	641455	ENSG00000222036	1	POTEM
X	39536683	39602386	lncRNA			NA	ENSG00000300611	-1	
1	1001138	1014540	protein_coding	ISG15	HGNC:4053	9636	ENSG00000187608	1	ISG15
X	106999590	107003001	lncRNA			NA	ENSG00000300720	1	
X	131157768	131407083	lncRNA			NA	ENSG00000287806	1	
X	131200821	131227304	lncRNA			NA	ENSG00000300762	-1	
1	1008076	1008229	processed_pseudogene			NA	ENSG00000231702	-1	
HSCHR6_MHC_MANN_CTG1	722305	729453	protein_coding	OR2H1	HGNC:8252	26716	ENSG00000224395	1	OR2H1
X	47555936	47561451	lncRNA			NA	ENSG00000289890	-1	
1	1055033	1056116	lncRNA			NA	ENSG00000242590	1	
X	39138146	39299811	lncRNA			105373175	ENSG00000224610	-1	
1	54132686	54200073	protein_coding			NA	ENSG00000256407	-1	
17	80098828	80098877	miRNA	MIR1268B	HGNC:41581	100616121	ENSG00000265561	1	MIR1268B
17	80134369	80147151	protein_coding	EIF4A3	HGNC:18683	9775	ENSG00000141543	-1	EIF4A3
HSCHR6_MHC_MCF_CTG1	4707972	4712476	protein_coding	RPS18	HGNC:10401	6222	ENSG00000226225	1	RPS18
1	54184041	54225464	protein_coding	MRPL37	HGNC:14034	51253	ENSG00000116221	1	MRPL37
X	39158033	39172202	lncRNA			NA	ENSG00000300848	1	
X	94193182	94193577	lncRNA			NA	ENSG00000300880	-1	
X	18832026	18833999	lncRNA			NA	ENSG00000300913	1	
X	71906909	71911977	lncRNA			NA	ENSG00000300926	-1	
X	113547209	113551696	lncRNA			NA	ENSG00000300962	1	
X	52919799	52934783	lncRNA			NA	ENSG00000286118	1	
X	52935241	52936323	lncRNA			NA	ENSG00000301008	1	
HSCHR6_MHC_MANN_CTG1	1253935	1254331	unprocessed_pseudogene	DDX39BP2	HGNC:33461	NA	ENSG00000224362	1	DDX39BP2
HSCHR6_MHC_MANN_CTG1	1144204	1146920	unprocessed_pseudogene	HLA-H	HGNC:4965	3136	ENSG00000223463	1	HLA-H
X	27016335	27399033	lncRNA			NA	ENSG00000228933	-1	
HSCHR6_MHC_MANN_CTG1	2891165	2893950	protein_coding	LST1	HGNC:14189	7940	ENSG00000231048	1	LST1
10	100347233	100364826	protein_coding	SCD	HGNC:10571	6319	ENSG00000099194	1	SCD
9	134135365	134159968	protein_coding	WDR5	HGNC:12757	11091	ENSG00000196363	1	WDR5
19	41386371	41397362	protein_coding	EXOSC5	HGNC:24662	56915	ENSG00000077348	-1	EXOSC5
17	80147250	80148596	TEC			NA	ENSG00000279259	1	
17	34118347	34118882	lncRNA			NA	ENSG00000265775	-1	
10	75269392	75269545	processed_pseudogene	RPL39P25	HGNC:37002	NA	ENSG00000227271	-1	RPL39P25
10	75276376	75276646	processed_pseudogene	HMGA1P5	HGNC:19120	NA	ENSG00000233313	-1	HMGA1P5
17	34120056	34120167	rRNA_pseudogene	RNA5SP438	HGNC:43338	NA	ENSG00000252370	-1	RNA5SP438
17	34176538	34178166	lncRNA			NA	ENSG00000264990	1	
12	66563524	66563694	processed_pseudogene	OSBPL9P5	HGNC:48735	NA	ENSG00000256285	1	OSBPL9P5
10	75288333	75288682	transcribed_processed_pseudogene			NA	ENSG00000223428	-1	
17	34270221	34272242	protein_coding	CCL7	HGNC:10634	6354	ENSG00000108688	1	CCL7
HSCHR6_MHC_DBB_CTG1	1741776	1742426	processed_pseudogene	RANP1	HGNC:21631	NA	ENSG00000227652	1	RANP1
14	18978847	18978953	snRNA	RNU6-1239P	HGNC:48202	NA	ENSG00000212612	1	RNU6-1239P
12	66563967	66569194	processed_pseudogene	OSBPL9P4	HGNC:48734	NA	ENSG00000256420	-1	OSBPL9P4
10	75382393	75382844	transcribed_processed_pseudogene	SPA17P1	HGNC:23224	NA	ENSG00000236797	-1	SPA17P1
HSCHR6_MHC_DBB_CTG1	3631601	3634777	lncRNA	TSBP1-AS1	HGNC:39756	414764	ENSG00000226228	1	TSBP1-AS1
14	19072333	19075341	transcribed_unprocessed_pseudogene			NA	ENSG00000286614	1	
10	75397830	75401764	protein_coding	ZNF503	HGNC:23589	84858	ENSG00000165655	-1	ZNF503
14	19124807	19175530	lncRNA			NA	ENSG00000277128	-1	
12	67065018	67065278	TEC			NA	ENSG00000279310	-1	
HSCHR6_MHC_DBB_CTG1	447125	448060	unprocessed_pseudogene	OR2J4P	HGNC:8262	NA	ENSG00000228483	1	OR2J4P
12	67131567	67132205	processed_pseudogene	RAB11AP2	HGNC:45189	NA	ENSG00000255976	-1	RAB11AP2
14	19130636	19155089	transcribed_unprocessed_pseudogene	NBEAP5	HGNC:40010	NA	ENSG00000277710	1	NBEAP5
HSCHR6_MHC_DBB_CTG1	2240021	2246201	protein_coding	MUC21	HGNC:21661	394263	ENSG00000237962	1	MUC21
16	85918347	85918416	miRNA	MIR6774	HGNC:50202	102466732	ENSG00000274134	1	MIR6774
16	86035627	86036419	TEC			NA	ENSG00000279604	1	
14	19131842	19132890	processed_pseudogene			NA	ENSG00000278594	-1	
12	50979401	51028566	protein_coding	SLC11A2	HGNC:10908	4891	ENSG00000110911	-1	SLC11A2
16	28984826	28990784	protein_coding	LAT	HGNC:18874	27040	ENSG00000213658	1	LAT
19	7830218	7864976	protein_coding	EVI5L	HGNC:30464	115704	ENSG00000142459	1	EVI5L
HSCHR6_MHC_DBB_CTG1	2197308	2210527	protein_coding	MUCL3	HGNC:21666	135656	ENSG00000232251	1	MUCL3
14	19180291	19181269	unprocessed_pseudogene	OR11H13P	HGNC:29997	NA	ENSG00000196143	1	OR11H13P
10	75431624	76560168	protein_coding	LRMDA	HGNC:23405	83938	ENSG00000148655	1	LRMDA
14	19199763	19200279	processed_pseudogene			NA	ENSG00000271632	-1	
14	19220796	19220912	unprocessed_pseudogene			NA	ENSG00000277252	-1	
14	19228898	19229945	unprocessed_pseudogene	CDRT15P13	HGNC:54920	NA	ENSG00000258781	-1	CDRT15P13
14	19244904	19269380	transcribed_unprocessed_pseudogene	NBEAP6	HGNC:40011	NA	ENSG00000285990	-1	NBEAP6
17	34285742	34288334	protein_coding	CCL11	HGNC:10610	6356	ENSG00000172156	1	CCL11
1	54236440	54239063	lncRNA	SSBP3-AS1	HGNC:32328	619518	ENSG00000198711	1	SSBP3-AS1
X	42839654	42947054	lncRNA			NA	ENSG00000301130	-1	
HSCHR6_MHC_DBB_CTG1	4319457	4330724	protein_coding	HLA-DPB1	HGNC:4940	3115	ENSG00000237710	1	HLA-DPB1
X	129771553	129777554	lncRNA			NA	ENSG00000301170	-1	
14	19244962	19247673	lncRNA			NA	ENSG00000257310	1	
9	134164439	134164564	snRNA	RNU6ATAC	HGNC:34017	100151684	ENSG00000221676	-1	RNU6ATAC
14	19267115	19268164	processed_pseudogene	TOMM40P1	HGNC:54623	NA	ENSG00000277156	1	TOMM40P1
9	134168769	134169340	lncRNA			NA	ENSG00000273473	1	
1	54524824	54524931	processed_pseudogene			NA	ENSG00000237173	1	
X	46886710	46912738	lncRNA	LINC01545	HGNC:17986	NA	ENSG00000204904	-1	LINC01545
1	54536796	54537758	processed_pseudogene	HNRNPA1P63	HGNC:48793	NA	ENSG00000227453	1	HNRNPA1P63
9	61330717	61453030	protein_coding	CNTNAP3C	HGNC:53878	79937	ENSG00000283378	1	CNTNAP3C
9	61330717	61453030	protein_coding	CNTNAP3C	HGNC:53878	100289279	ENSG00000283378	1	CNTNAP3C
14	100109419	100109514	miRNA	MIR151B	HGNC:41588	100616247	ENSG00000265154	-1	MIR151B
14	100109655	100109753	miRNA	MIR342	HGNC:31778	442909	ENSG00000199082	1	MIR342
1	173903800	173917327	protein_coding	SERPINC1	HGNC:775	462	ENSG00000117601	-1	SERPINC1
14	100263781	100265405	lncRNA			NA	ENSG00000258904	1	
14	100277357	100277417	miRNA	MIR6764	HGNC:49994	102466730	ENSG00000283840	1	MIR6764
14	100279959	100291456	lncRNA			NA	ENSG00000259052	-1	
14	100291116	100306547	protein_coding	SLC25A29	HGNC:20116	123096	ENSG00000197119	-1	SLC25A29
9	61427617	61427877	misc_RNA	RN7SL462P	HGNC:46478	NA	ENSG00000276522	-1	RN7SL462P
8	25508779	25509735	lncRNA			NA	ENSG00000289357	1	
7	6004283	6004385	misc_RNA			NA	ENSG00000201990	-1	Y_RNA
9	61581813	61582675	unprocessed_pseudogene			NA	ENSG00000277109	1	
8	25276945	25277476	processed_pseudogene			NA	ENSG00000284858	-1	
8	25345402	25345474	miRNA	MIR6876	HGNC:50181	102465527	ENSG00000274988	1	MIR6876
8	25419258	25424654	protein_coding	GNRH1	HGNC:4419	2796	ENSG00000147437	-1	GNRH1
7	6009255	6023834	protein_coding	AIMP2	HGNC:20609	7965	ENSG00000106305	1	AIMP2
17	34319435	34321402	protein_coding	CCL8	HGNC:10635	6355	ENSG00000108700	1	CCL8
9	61642383	61642494	misc_RNA			NA	ENSG00000238933	1	Y_RNA
9	61665579	61666386	processed_pseudogene			NA	ENSG00000231454	1	
X	125204527	125245641	lncRNA			NA	ENSG00000301267	1	
9	92613183	92670131	protein_coding	IPPK	HGNC:14645	64768	ENSG00000127080	-1	IPPK
X	65575741	65595479	lncRNA			NA	ENSG00000301275	-1	
X	125205861	125213316	lncRNA			NA	ENSG00000301283	-1	
X	152138323	152186857	lncRNA			NA	ENSG00000231937	1	
10	75450081	75451725	TEC			NA	ENSG00000279814	1	
X	115311310	115343336	lncRNA			NA	ENSG00000301333	1	
10	75552458	75552553	miRNA	MIR606	HGNC:32862	693191	ENSG00000207583	1	MIR606
10	75592644	75628120	lncRNA			NA	ENSG00000286715	1	
X	115312472	115315882	lncRNA			NA	ENSG00000301355	-1	
10	75642476	75643106	lncRNA			NA	ENSG00000268659	1	
X	50180005	50197291	lncRNA			NA	ENSG00000301433	1	
10	75742740	75743755	lncRNA			NA	ENSG00000228280	1	
X	21429577	21431953	lncRNA			NA	ENSG00000301466	-1	
X	26350317	26558381	lncRNA			NA	ENSG00000301494	-1	
17	34331862	34332228	processed_pseudogene			NA	ENSG00000265614	-1	
10	76242022	76242301	misc_RNA	RN7SL518P	HGNC:46534	NA	ENSG00000265486	-1	RN7SL518P
10	76260800	76260903	snRNA	RNU6-673P	HGNC:47636	NA	ENSG00000201954	-1	RNU6-673P
17	34356480	34358610	protein_coding	CCL13	HGNC:10611	6357	ENSG00000181374	1	CCL13
10	76270206	76270800	TEC			NA	ENSG00000278992	1	
1	230592660	230595583	lncRNA	LINC01737	HGNC:52525	101927553	ENSG00000232964	-1	LINC01737
10	76437408	76438775	lncRNA			NA	ENSG00000230575	-1	
1	230612009	230612412	processed_pseudogene			NA	ENSG00000235817	-1	
10	62804720	62808479	protein_coding	ADO	HGNC:23506	84890	ENSG00000181915	1	ADO
8	25425521	25426580	lncRNA			NA	ENSG00000253476	-1	
X	138264400	138269737	lncRNA			NA	ENSG00000301498	-1	
HSCHR6_MHC_MCF_CTG1	4713098	4714791	protein_coding	B3GALT4	HGNC:919	8705	ENSG00000236802	1	B3GALT4
X	72305961	72311886	lncRNA			NA	ENSG00000301521	1	
10	102642792	102644140	lncRNA	TRIM8-DT	HGNC:55573	NA	ENSG00000272933	-1	TRIM8-DT
1	230642481	230693982	protein_coding	COG2	HGNC:6546	22796	ENSG00000135775	1	COG2
11	129863636	129895590	protein_coding	NFRKB	HGNC:7802	4798	ENSG00000170322	-1	NFRKB
8	25427847	25458476	protein_coding	KCTD9	HGNC:22401	54793	ENSG00000104756	-1	KCTD9
HSCHR6_MHC_MCF_CTG1	4715074	4725463	protein_coding	WDR46	HGNC:13923	9277	ENSG00000236222	-1	WDR46
10	102673731	102714397	protein_coding	ARL3	HGNC:694	403	ENSG00000138175	-1	ARL3
X	153841083	153847052	lncRNA			NA	ENSG00000301549	-1	
17	34360328	34363233	protein_coding	CCL1	HGNC:10609	6346	ENSG00000108702	-1	CCL1
X	990101	994374	lncRNA			NA	ENSG00000237531	1	
X	100539168	100606270	lncRNA			NA	ENSG00000301679	-1	
X	41261302	41335064	lncRNA			NA	ENSG00000301689	-1	
10	102714538	102743492	protein_coding	SFXN2	HGNC:16086	118980	ENSG00000156398	1	SFXN2
17	34255274	34257208	protein_coding	CCL2	HGNC:10618	6347	ENSG00000108691	1	CCL2
7	6016877	6017011	snoRNA	SNORA80D	HGNC:50435	109616999	ENSG00000207217	1	SNORA80D
7	6031376	6036552	protein_coding	ANKRD61	HGNC:22467	100310846	ENSG00000157999	1	ANKRD61
9	35605262	35610041	protein_coding	TESK1	HGNC:11731	7016	ENSG00000107140	1	TESK1
7	117287120	117715971	protein_coding	CFTR	HGNC:1884	1080	ENSG00000001626	1	CFTR
X	41275626	41277443	lncRNA	LINC02601	HGNC:53966	NA	ENSG00000223714	1	LINC02601
X	41332658	41333185	lncRNA			NA	ENSG00000301726	-1	
X	34532519	34535417	lncRNA			NA	ENSG00000301736	1	
X	16759970	16786358	lncRNA			NA	ENSG00000301757	-1	
X	37867497	37888108	lncRNA			NA	ENSG00000301765	-1	
17	81637171	81648754	protein_coding	TSPAN10	HGNC:29942	83882	ENSG00000182612	1	TSPAN10
X	129091348	129234595	lncRNA			NA	ENSG00000301792	1	
14	100291117	100294656	lncRNA			NA	ENSG00000258504	1	
14	100307859	100307956	miRNA	MIR345	HGNC:31779	442910	ENSG00000198984	1	MIR345
14	100319073	100319370	misc_RNA	RN7SL523P	HGNC:46539	NA	ENSG00000243976	-1	RN7SL523P
X	130047208	130060967	lncRNA			NA	ENSG00000301838	-1	
14	100323339	100330421	protein_coding	SLC25A47	HGNC:20115	283600	ENSG00000140107	1	SLC25A47
X	134003400	134005501	lncRNA			NA	ENSG00000301847	1	
HSCHR6_MHC_SSTO_CTG1	421255	422190	protein_coding	OR2J3	HGNC:8261	442186	ENSG00000233618	1	OR2J3
X	129134773	129141178	lncRNA			NA	ENSG00000301848	1	
X	130057883	130060585	lncRNA			NA	ENSG00000301854	-1	
HSCHR6_MHC_SSTO_CTG1	2871334	2873604	protein_coding	LTA	HGNC:6709	4049	ENSG00000230279	1	LTA
X	136639531	136642546	lncRNA	LINC00892	HGNC:48578	100128420	ENSG00000233093	1	LINC00892
X	21658510	21689940	lncRNA			NA	ENSG00000301893	1	
X	83491532	83507093	lncRNA			NA	ENSG00000301928	-1	
17	18634247	18644427	protein_coding	TBC1D28	HGNC:26858	254272	ENSG00000189375	-1	TBC1D28
X	3970920	3978402	lncRNA			NA	ENSG00000301963	1	
19	7958573	8005659	protein_coding	ELAVL1	HGNC:3312	1994	ENSG00000066044	-1	ELAVL1
X	120560806	120591276	lncRNA			NA	ENSG00000302007	1	
X	6613331	6614055	lncRNA			NA	ENSG00000302040	-1	
X	76656866	77014532	lncRNA	MIR325HG	HGNC:50346	101928469	ENSG00000280870	-1	MIR325HG
14	100333790	100354061	lncRNA			NA	ENSG00000258666	1	
HSCHR6_MHC_COX_CTG1	2640970	2646639	protein_coding	TCF19	HGNC:11629	6941	ENSG00000224379	1	TCF19
14	100333790	100376805	protein_coding	WARS1	HGNC:12729	7453	ENSG00000140105	-1	WARS1
9	113313222	113340298	protein_coding	WDR31	HGNC:21421	114987	ENSG00000148225	-1	WDR31
X	76656548	76694667	lncRNA			NA	ENSG00000302095	1	
X	75523237	75669365	lncRNA			NA	ENSG00000302260	1	
X	119386269	119386815	lncRNA			NA	ENSG00000302321	-1	
X	119501832	119523151	lncRNA			NA	ENSG00000302332	1	
X	119486366	119487060	lncRNA			NA	ENSG00000302350	-1	
X	150875735	150920938	lncRNA	LINC02927	HGNC:55778	122149304	ENSG00000230153	1	LINC02927
X	119502920	119503515	lncRNA			NA	ENSG00000302366	-1	
X	150898862	150899468	lncRNA			NA	ENSG00000302383	1	
X	137271699	137426919	lncRNA			NA	ENSG00000302412	1	
HSCHR6_MHC_SSTO_CTG1	1357821	1363828	protein_coding	POLR1H	HGNC:13182	30834	ENSG00000233795	1	POLR1H
8	25459199	25507911	protein_coding	CDCA2	HGNC:14623	157313	ENSG00000184661	1	CDCA2
HSCHR6_MHC_MCF_CTG1	4725238	4734337	protein_coding	PFDN6	HGNC:4926	10471	ENSG00000235692	1	PFDN6
X	137433080	137463589	lncRNA			NA	ENSG00000302427	1	
X	141176743	141649927	lncRNA	SPANXA2-OT1	HGNC:31683	619455	ENSG00000277215	1	SPANXA2-OT1
HSCHR6_MHC_COX_CTG1	2646761	2653135	protein_coding	POU5F1	HGNC:9221	5460	ENSG00000233911	-1	POU5F1
19	17601336	17688365	protein_coding	UNC13A	HGNC:23150	23025	ENSG00000130477	-1	UNC13A
X	137412444	137569203	lncRNA	LINC02931	HGNC:55853	122965335	ENSG00000224765	-1	LINC02931
17	49404049	49414905	protein_coding	PHB1	HGNC:8912	5245	ENSG00000167085	-1	PHB1
X	137548292	137550503	lncRNA			NA	ENSG00000302450	1	
